id,teamId,normalizedName,displayName,normalizedPhone,displayPhone,primaryEmail,normalizedPrimaryEmail,primaryDocument,normalizedPrimaryDocument,lastSeenAt,profileData,createdAt,updatedAt
591aa6a4-d182-4ae6-9192-8265dae09d5f,32ccdbe1-627f-4fe3-a506-056b997ed89b,💕 talita caum cotta 💕,💕 Talita Caum Cotta 💕,55119868568161598052251,5511986856816-1598052251,,,,,2026-07-03 14:31:47.532+00,,2026-07-02 19:59:44.424+00,2026-07-03 14:31:47.864+00
e4a1308e-32ab-4177-9143-6ab4c9ef5c31,32ccdbe1-627f-4fe3-a506-056b997ed89b,🌟graziella alves✨,🌟Graziella Alves✨,55119868568161598052251,5511986856816-1598052251,,,,,2026-07-03 14:31:56.407+00,,2026-07-02 17:36:25.783+00,2026-07-03 14:31:56.624+00
023f4ef9-a548-481b-8ad5-1b2f1ac8f256,32ccdbe1-627f-4fe3-a506-056b997ed89b,nathiele willock,Nathiele Willock,5511943145761,(11) 94314-5761,,,,,2026-07-03 21:38:26.605+00,,2026-07-03 12:42:06.001+00,2026-07-03 21:38:26.72+00
fa849832-a591-4b5e-a304-4de18575b686,32ccdbe1-627f-4fe3-a506-056b997ed89b,havaianas,HAVAIANAS,5511945486791,(11) 94548-6791,,,,,2026-07-03 18:35:45.126+00,,2026-07-03 18:35:39.081+00,2026-07-03 18:35:45.375+00
fe9e2c99-a7ed-4f4f-8c60-084b2e4592ef,32ccdbe1-627f-4fe3-a506-056b997ed89b,edson,Edson,55119868568161598052251,5511986856816-1598052251,,,,,2026-07-04 22:35:39.188+00,,2026-07-02 21:07:34.288+00,2026-07-04 22:35:39.356+00
fad31f2f-36c1-4e12-9781-7aabf234e3cd,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,natalia marchi,Natalia Marchi,120363152327785920,120363152327785920,,,,,2026-07-14 12:49:51.414+00,,2026-07-14 12:49:51.708+00,2026-07-14 12:49:51.708+00
64337206-f961-4d88-a7dc-5b1ed38829be,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,120363031866054683,120363031866054683,120363031866054683,120363031866054683,,,,,2026-07-07 13:20:53.768+00,,2026-07-07 13:20:54.113+00,2026-07-07 13:20:54.113+00
e79cb161-b0bd-4149-8009-80d2be1b21ed,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,giovanni ferreira,Giovanni Ferreira,120363426683334261,120363426683334261,,,,,2026-07-09 00:28:52.015+00,,2026-07-09 00:28:52.521+00,2026-07-09 00:28:52.521+00
b773b06d-13b0-4331-9759-78461f04d2fc,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,557182342771-1434975200,557182342771-1434975200,5571823427711434975200,557182342771-1434975200,,,,,2026-07-07 13:20:54.555+00,,2026-07-07 13:20:54.75+00,2026-07-07 13:20:54.75+00
af74e3c3-e9c8-41de-90e1-1cd93860d79a,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,marcella rezende,Marcella Rezende,120363207369713483,120363207369713483,,,,,2026-07-14 00:43:38.4+00,,2026-07-07 21:20:06.986+00,2026-07-14 00:43:38.625+00
7b1c7219-40ed-4fd0-b398-a34d55071033,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,carol,Carol,120363152327785920,120363152327785920,,,,,2026-07-14 16:37:43.807+00,,2026-07-14 16:37:44.146+00,2026-07-14 16:37:44.146+00
b199bb98-55ef-4c4d-a2f7-4a49146a2046,32ccdbe1-627f-4fe3-a506-056b997ed89b,aline aguiar,Aline Aguiar,120363424152600492,120363424152600492,,,,,2026-07-04 00:51:48.578+00,,2026-07-03 02:51:37.171+00,2026-07-04 00:51:48.836+00
3d30565a-5dae-48d6-afc5-e62d8faab78d,32ccdbe1-627f-4fe3-a506-056b997ed89b,bel,Bel,120363426492053836,120363426492053836,,,,,2026-07-07 14:38:00.281+00,,2026-07-07 14:38:00.465+00,2026-07-07 14:38:00.465+00
d4880e6b-2b83-46ff-8130-e8b91b2fe4c1,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,5521982900986,5521982900986,5521982900986,(21) 98290-0986,,,,,2026-07-13 15:02:11.312+00,,2026-07-07 21:21:06.587+00,2026-07-13 15:02:11.568+00
cecc4c60-4690-4e1e-9420-92383640edb1,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,rosangela,Rosângela,556199786327,556199786327,,,,,2026-07-09 17:11:20.877+00,,2026-07-09 17:11:21.022+00,2026-07-09 17:11:21.022+00
81f39ab5-a4ec-4e73-9ad5-9fd3545cc47c,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,tatmatsu,Tatmatsu,120363426683334261,120363426683334261,,,,,2026-07-08 13:24:38.245+00,,2026-07-08 13:24:38.57+00,2026-07-08 13:24:38.57+00
b9238fbf-052a-4a74-aafc-18a4a5f8a2cb,32ccdbe1-627f-4fe3-a506-056b997ed89b,ana lu🌷✨,ana lu🌷✨️,120363424152600492,120363424152600492,,,,,2026-07-04 00:59:49.806+00,,2026-07-04 00:56:27.683+00,2026-07-04 00:59:49.982+00
48d6b9f8-c63f-4254-b983-b3c6310ffe79,32ccdbe1-627f-4fe3-a506-056b997ed89b,karen silva,Karen Silva,55119868568161598052251,5511986856816-1598052251,,,,,2026-07-04 19:17:52.419+00,,2026-07-04 14:50:47.481+00,2026-07-04 19:17:52.678+00
54539895-9adb-4093-ad3d-0f278c9fad2f,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,kleber leite,Kleber Leite,55119704159221599503496,5511970415922-1599503496,,,,,2026-07-14 11:22:18.186+00,,2026-07-08 10:12:23.807+00,2026-07-14 11:22:19.655+00
78dce158-8ed4-4e24-b4ea-fc6d4324afb7,32ccdbe1-627f-4fe3-a506-056b997ed89b,leticia prado,Letícia Prado,5517991059234,(17) 99105-9234,,,,,2026-07-03 22:19:54.714+00,,2026-07-03 20:31:43.286+00,2026-07-03 22:19:54.916+00
e4405e81-20ee-41a7-81ea-d82dd4ed698e,32ccdbe1-627f-4fe3-a506-056b997ed89b,nathiele willock,Nathiele Willock,5511940877241,(11) 94087-7241,,,,,2026-07-10 18:51:31.453+00,,2026-07-03 21:36:24.528+00,2026-07-10 18:51:31.749+00
23e63936-8c50-44b2-99d0-0be9436d26a5,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,maria lucinete,Maria Lucinete,5511941033017,(11) 94103-3017,,,,,2026-07-11 18:58:53.529+00,,2026-07-11 00:10:54.849+00,2026-07-11 18:58:53.776+00
f3d22c6a-3fab-4fa4-b8b0-3fcf7d6fe5eb,32ccdbe1-627f-4fe3-a506-056b997ed89b,sempre em frente,sempre em frente,5511983709790,(11) 98370-9790,,,,,2026-07-10 21:26:30.694+00,,2026-07-02 18:47:19.034+00,2026-07-10 21:26:30.985+00
5cb0bb0c-edfd-4205-8521-af8418231b9f,32ccdbe1-627f-4fe3-a506-056b997ed89b,thyago,Thyago,120363424152600492,120363424152600492,,,,,2026-07-04 14:17:21.947+00,,2026-07-04 00:59:52.494+00,2026-07-04 14:17:22.185+00
e5902554-7487-4706-b293-1d639053bb9c,32ccdbe1-627f-4fe3-a506-056b997ed89b,monica hortolan silva,Monica Hortolan Silva,55119868568161598052251,5511986856816-1598052251,,,,,2026-07-08 17:44:33.951+00,,2026-07-08 17:08:14.764+00,2026-07-08 17:44:34.132+00
d1b57826-29e3-49e1-8a3a-48c74009d041,32ccdbe1-627f-4fe3-a506-056b997ed89b,padaria estrellar,Padaria Estrellar,55119868568161598052251,5511986856816-1598052251,,,,,2026-07-08 16:32:38.057+00,,2026-07-04 19:18:00.592+00,2026-07-08 16:32:38.276+00
6b84fb0d-b774-4fec-b131-f95fb8c8574b,32ccdbe1-627f-4fe3-a506-056b997ed89b,samuca,Samuca,120363424152600492,120363424152600492,,,,,2026-07-07 15:03:14.588+00,,2026-07-03 00:46:01.173+00,2026-07-07 15:03:14.859+00
24aef70e-3338-4904-bb6d-adb5a7104a6f,32ccdbe1-627f-4fe3-a506-056b997ed89b,erick,Erick,120363424152600492,120363424152600492,,,,,2026-07-04 20:20:14.127+00,,2026-07-04 14:19:38.931+00,2026-07-04 20:20:14.385+00
cfaf5970-94fb-4a9c-bd9c-6ab800227fec,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,francis,Francis,120363040844924122,120363040844924122,,,,,2026-07-08 18:00:48.895+00,,2026-07-08 18:00:49.058+00,2026-07-08 18:00:49.058+00
0a9c2acd-f004-4804-8ecd-eaac79d6e65f,32ccdbe1-627f-4fe3-a506-056b997ed89b,emilly kill,Emilly Kill,120363426492053836,120363426492053836,,,,,2026-07-08 18:15:43.53+00,,2026-07-08 15:51:35.214+00,2026-07-08 18:15:43.744+00
02e7bd98-955f-4920-b99c-66e23f407483,32ccdbe1-627f-4fe3-a506-056b997ed89b,lu verago,Lu Verago,120363407780346637,120363407780346637,,,,,2026-07-06 15:58:08.978+00,,2026-07-06 15:58:09.195+00,2026-07-06 15:58:09.195+00
7fc64a01-2192-4d3e-933c-991ac95f7164,32ccdbe1-627f-4fe3-a506-056b997ed89b,ailton,Ailton,55119868568161598052251,5511986856816-1598052251,,,,,2026-07-04 15:23:13.536+00,,2026-07-04 15:23:13.86+00,2026-07-04 15:23:13.86+00
9f646f5e-28b7-4e4d-8abf-caea712310c0,32ccdbe1-627f-4fe3-a506-056b997ed89b,nathiele willock,Nathiele Willock,5511957924165,(11) 95792-4165,,,,,2026-07-10 11:43:22.335+00,,2026-07-05 18:36:35.56+00,2026-07-10 11:43:22.517+00
45a50dbe-7853-4800-a6fc-a616287002d4,32ccdbe1-627f-4fe3-a506-056b997ed89b,alessandra lima,Alessandra Lima,55119868568161598052251,5511986856816-1598052251,,,,,2026-07-10 11:44:33.761+00,,2026-07-07 11:58:33.134+00,2026-07-10 11:44:34.042+00
586f0cc5-66c6-4a47-a041-5e2642b8c239,32ccdbe1-627f-4fe3-a506-056b997ed89b,bia,Bia,5511957924165,(11) 95792-4165,,,,,2026-07-10 11:56:29.215+00,,2026-07-06 19:37:52.114+00,2026-07-10 11:56:29.469+00
c1b1918f-ca46-49b4-a268-9bc560411929,32ccdbe1-627f-4fe3-a506-056b997ed89b,nathiele willock,Nathiele Willock,5511965999019,(11) 96599-9019,,,,,2026-07-05 00:51:52.201+00,,2026-07-05 00:51:15.02+00,2026-07-05 00:51:52.325+00
7ffcf207-d85b-466a-82b0-25a9e0111e8d,32ccdbe1-627f-4fe3-a506-056b997ed89b,marcia,Marcia,55119868568161598052251,5511986856816-1598052251,,,,,2026-07-07 11:53:52.346+00,,2026-07-05 14:31:06.32+00,2026-07-07 11:53:52.649+00
920bc924-1add-4a6e-ad44-a45dc85429c1,32ccdbe1-627f-4fe3-a506-056b997ed89b,fabiana walczak,Fabiana Walczak,55119868568161598052251,5511986856816-1598052251,,,,,2026-07-05 18:07:28.926+00,,2026-07-05 18:07:29.091+00,2026-07-05 18:07:29.091+00
6bcac790-605e-44f8-ba3e-4830de674345,32ccdbe1-627f-4fe3-a506-056b997ed89b,ewellyn barbosa,Ewellyn Barbosa,55119868568161598052251,5511986856816-1598052251,,,,,2026-07-06 13:03:53.986+00,,2026-07-06 13:03:54.228+00,2026-07-06 13:03:54.228+00
09a1a2a0-3c32-4f12-b2f3-8d8883d8725f,32ccdbe1-627f-4fe3-a506-056b997ed89b,anne louise,Anne Louise,55119868568161598052251,5511986856816-1598052251,,,,,2026-07-07 11:58:19.997+00,,2026-07-07 11:58:20.162+00,2026-07-07 11:58:20.162+00
67e27e9c-aacb-498b-9e7d-b4ecc6558e6a,32ccdbe1-627f-4fe3-a506-056b997ed89b,nathiele willock,Nathiele Willock,5511942831589,(11) 94283-1589,,,,,2026-07-06 13:33:58.325+00,,2026-07-03 21:39:25.596+00,2026-07-06 13:33:58.489+00
81c027d1-1e71-479f-9ea8-bb9d2d9a24c9,32ccdbe1-627f-4fe3-a506-056b997ed89b,wine willock,Wine Willock,120363407780346637,120363407780346637,,,,,2026-07-06 13:35:22.04+00,,2026-07-06 12:40:57.433+00,2026-07-06 13:35:22.302+00
c0750d7b-66c2-4e9d-88fd-08e0ae4555bf,32ccdbe1-627f-4fe3-a506-056b997ed89b,clinica espaco humano,Clinica Espaço Humano,5511965999019,(11) 96599-9019,,,,,2026-07-06 13:42:14.297+00,,2026-07-05 00:51:23.966+00,2026-07-06 13:42:14.541+00
79f54e0b-2d19-4528-9d6d-7229996e815a,32ccdbe1-627f-4fe3-a506-056b997ed89b,viviane,Viviane,55119868568161598052251,5511986856816-1598052251,,,,,2026-07-07 12:00:44.314+00,,2026-07-03 16:14:53.024+00,2026-07-07 12:00:44.475+00
4b5d70fe-e15d-4c8a-b643-c08b182a173a,32ccdbe1-627f-4fe3-a506-056b997ed89b,silvia,Silvia,120363407780346637,120363407780346637,,,,,2026-07-06 20:49:57.051+00,,2026-07-06 20:49:57.359+00,2026-07-06 20:49:57.359+00
126589ed-ed99-445c-921d-a00305852082,32ccdbe1-627f-4fe3-a506-056b997ed89b,heloisa💐,Heloisa💐,120363424152600492,120363424152600492,,,,,2026-07-06 13:58:01.229+00,,2026-07-05 23:12:56.054+00,2026-07-06 13:58:01.545+00
35465baa-2fa7-4dc0-8493-b5cdab19d088,32ccdbe1-627f-4fe3-a506-056b997ed89b,ritinha✿♡,Ritinha✿♡,120363424152600492,120363424152600492,,,,,2026-07-07 03:18:18.963+00,,2026-07-06 13:59:10.75+00,2026-07-07 03:18:19.178+00
955748f0-b0bb-4c60-bc50-c4a6efa2db34,32ccdbe1-627f-4fe3-a506-056b997ed89b,economi-z #60,Economi-Z #60,120363424152600492,120363424152600492,,,,,2026-07-05 22:28:51.89+00,,2026-07-02 11:28:35.327+00,2026-07-05 22:28:52.047+00
be69eada-9a1f-432a-899c-837a1decf424,32ccdbe1-627f-4fe3-a506-056b997ed89b,geraldo santos,Geraldo Santos,120363424152600492,120363424152600492,,,,,2026-07-05 22:31:11.227+00,,2026-07-05 22:30:46.086+00,2026-07-05 22:31:11.374+00
78f947bc-46d9-4cac-88b5-9ae587e8ba80,32ccdbe1-627f-4fe3-a506-056b997ed89b,tiago tico,Tiago Tico,55119868568161598052251,5511986856816-1598052251,,,,,2026-07-05 14:34:39.72+00,,2026-07-05 14:31:28.142+00,2026-07-05 14:34:39.923+00
6aa3c99d-f411-498b-a49b-6f71d4ec6d46,32ccdbe1-627f-4fe3-a506-056b997ed89b,celidio aguiar pinto,Celidio Aguiar Pinto,55119868568161598052251,5511986856816-1598052251,,,,,2026-07-06 10:49:56.093+00,,2026-07-04 19:46:45.554+00,2026-07-06 10:49:56.265+00
15c343c5-d490-4fc8-a979-d36f043c42c3,32ccdbe1-627f-4fe3-a506-056b997ed89b,vini🤠,VINI🤠,55119868568161598052251,5511986856816-1598052251,,,,,2026-07-07 12:14:46.296+00,,2026-07-07 11:54:13.274+00,2026-07-07 12:14:46.605+00
9a39c135-00ba-4cf7-9b89-d5e487d73095,32ccdbe1-627f-4fe3-a506-056b997ed89b,studio tainara martins,Studio Tainara Martins,120363424152600492,120363424152600492,,,,,2026-07-05 23:06:13.935+00,,2026-07-05 22:41:19.886+00,2026-07-05 23:06:14.221+00
