id,profileId,teamId,type,value,normalizedValue,source,isPrimary,createdAt,updatedAt
397219c9-5737-4e02-94c4-3c8b9697a154,4b5d70fe-e15d-4c8a-b643-c08b182a173a,32ccdbe1-627f-4fe3-a506-056b997ed89b,phone,120363407780346637,120363407780346637,whatsapp,t,2026-07-06 12:40:45.389+00,2026-07-06 20:49:57.391+00
8d5b787b-3b8e-48c5-8afc-4fbee39a07e4,4b5d70fe-e15d-4c8a-b643-c08b182a173a,32ccdbe1-627f-4fe3-a506-056b997ed89b,whatsapp_contact_id,e0213f00-59a6-436f-a3ca-f81ea6e484f9,e0213f00-59a6-436f-a3ca-f81ea6e484f9,whatsapp,f,2026-07-06 12:40:45.417+00,2026-07-06 20:49:57.438+00
a8edd6f4-1c78-4f1b-b085-4f7f01f3404b,d4880e6b-2b83-46ff-8130-e8b91b2fe4c1,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,phone,5521982900986,5521982900986,whatsapp,t,2026-07-07 21:21:06.606+00,2026-07-13 15:02:11.605+00
95c0d7e9-1293-4810-bfa6-ee22fda4ead2,9cdf3dad-1b73-43db-a96d-d0fb1cb9874f,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,phone,120363426683334261,120363426683334261,whatsapp,t,2026-07-07 14:09:25.057+00,2026-07-13 15:22:34.032+00
48e9f33b-4a9e-4a80-8bdc-990d702f3e81,82161041-6b4e-4601-bfc4-f5dcff4d57f6,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,phone,5511976065599-1549759385,55119760655991549759385,whatsapp,t,2026-07-07 17:40:59.351+00,2026-07-13 16:26:55.893+00
6615264d-9ddf-4ffd-b211-a94febfdefa7,550b6dbe-5e2f-4663-98d7-fc69c7403646,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,phone,120363207369713483,120363207369713483,whatsapp,t,2026-07-07 14:38:29.343+00,2026-07-14 23:03:58.745+00
d770c47f-4ae6-4983-b2a7-931c612161b4,67e27e9c-aacb-498b-9e7d-b4ecc6558e6a,32ccdbe1-627f-4fe3-a506-056b997ed89b,whatsapp_contact_id,bc2fef39-10b7-4506-ab5a-de0aaef5dfaa,bc2fef39-10b7-4506-ab5a-de0aaef5dfaa,whatsapp,f,2026-07-03 19:16:21.292+00,2026-07-06 13:33:58.549+00
02308b64-f6aa-470d-8d70-2be7c14c6522,3ad6e4dc-ef59-489d-bdf6-ba4898339add,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,phone,5511998031444-1469394172,55119980314441469394172,whatsapp,t,2026-07-07 15:45:33.128+00,2026-07-14 23:12:00.118+00
1b3511fe-43ec-4448-80f7-1bb9f6ebaf56,cecc4c60-4690-4e1e-9420-92383640edb1,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,phone,556199786327,556199786327,whatsapp,t,2026-07-09 12:30:22.007+00,2026-07-09 17:11:21.047+00
6916695d-cb9f-4671-838d-2d3585250835,f5031027-7589-4845-93a6-687036bbcf01,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,phone,5511999096473,5511999096473,whatsapp,t,2026-07-10 19:41:22.375+00,2026-07-10 20:32:24.22+00
539404eb-378d-43bf-8a31-6096ca43e849,09279d92-d0eb-4115-a2ba-379711587a8d,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,phone,5512997890917,5512997890917,whatsapp,t,2026-07-08 14:25:59.934+00,2026-07-14 16:09:52.105+00
7d8c67c5-9dd7-4bbb-826b-5b7da6cf2da1,326c3d9b-4cbe-4c25-b2f8-3853406336ea,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,phone,5511947375165,5511947375165,whatsapp,t,2026-07-07 14:49:03.285+00,2026-07-13 19:22:30.703+00
24168646-be08-4a77-9cf6-410d2f727347,4d40a72c-49ae-4021-ad1f-661afc7a41c3,32ccdbe1-627f-4fe3-a506-056b997ed89b,phone,5511986856816-1598052251,55119868568161598052251,whatsapp,t,2026-07-02 12:42:16.006+00,2026-07-10 17:32:55.687+00
96b82c70-0e5a-48ea-8149-461786dc424b,64718553-fb9b-461b-82c2-0db8a1025337,32ccdbe1-627f-4fe3-a506-056b997ed89b,phone,5511939534668,5511939534668,whatsapp,t,2026-07-07 14:28:05.439+00,2026-07-07 15:06:34.805+00
9a29188b-acfd-44ee-9b7f-1b93cedaadc5,326e93a3-000a-411d-bd7b-e0fb1f86ef0a,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,phone,120363040844924122,120363040844924122,whatsapp,t,2026-07-07 14:09:26.825+00,2026-07-14 19:33:46.935+00
6d67953b-5d60-47fd-8e63-43382ba626d6,29e657b8-d285-4120-9879-a54b3b7f5ab8,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,whatsapp_contact_id,d7c53f47-e6bd-4705-801f-765fbf1acf70,d7c53f47-e6bd-4705-801f-765fbf1acf70,whatsapp,f,2026-07-07 13:48:53.432+00,2026-07-14 10:56:22.088+00
f79d6ffb-1ea9-42c7-bf2f-56ac565babae,415fc4f3-5349-46c2-ba01-0957dcc03c61,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,phone,120363409966112987,120363409966112987,whatsapp,t,2026-07-07 13:35:53.074+00,2026-07-13 16:45:50.301+00
1b8d8fd4-405a-44fe-86ff-b1c8594be52f,7a8eeecf-4789-4c5e-af0c-9199d2748d3e,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,phone,5511999534248,5511999534248,whatsapp,t,2026-07-07 13:11:21.604+00,2026-07-15 11:06:21.846+00
952db919-3f64-4e5b-bcba-03b1efd179ca,415fc4f3-5349-46c2-ba01-0957dcc03c61,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,whatsapp_contact_id,27e5f683-857d-4903-93f7-fb2a94a41e33,27e5f683-857d-4903-93f7-fb2a94a41e33,whatsapp,f,2026-07-07 13:35:53.107+00,2026-07-13 16:45:50.35+00
1ed118a2-2e8b-4906-8072-718e2119bbf6,7ebeb651-5e2a-4094-a19f-84b6acb72a63,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,whatsapp_contact_id,1fec6a1c-0864-4856-a96a-0815ed7d8c24,1fec6a1c-0864-4856-a96a-0815ed7d8c24,whatsapp,f,2026-07-09 15:14:47.823+00,2026-07-09 17:20:42.9+00
b370d6eb-7a2f-405c-ab2a-d0b6e734bd94,e152b864-4e2d-40bf-bca1-a8e15613a6c7,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,phone,554196693575,554196693575,whatsapp,t,2026-07-09 13:47:03.82+00,2026-07-13 12:19:27.895+00
4ed61190-9333-4de7-b04f-7a4287a22f9b,0e8cc1c9-bbaf-4ec4-83de-58d20a82e936,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,phone,120363408585774256,120363408585774256,whatsapp,t,2026-07-07 21:48:34.2+00,2026-07-15 01:49:17.079+00
e9aff739-536f-49db-aa6a-db8bf896df70,7a8eeecf-4789-4c5e-af0c-9199d2748d3e,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,whatsapp_contact_id,d47a3c37-7891-4cf3-8f49-3de617c9b3d0,d47a3c37-7891-4cf3-8f49-3de617c9b3d0,whatsapp,f,2026-07-07 13:11:21.648+00,2026-07-15 11:06:21.87+00
ca2573f1-d875-4a8c-97ee-83e70d2110da,d6dbd794-8ddb-43df-999f-78ea5261b589,8f4abfd3-b0bd-4a0c-991a-d553d92f915a,phone,5519997883563,5519997883563,whatsapp,t,2026-07-11 09:19:00.42+00,2026-07-14 19:45:30.896+00
